arm,weight,scale,baseline_score,perturbed_score,delta,delta_pct
archive_based,W_VEL_CHANGE,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_VEL_CHANGE,1.25,2440.03,2439.63,-0.4,-0.0
archive_based,W_VEL_CHANGE,1.5,2440.03,2439.23,-0.8,-0.0
archive_based,W_JOINT_PENALTY,0.5,2440.03,2440.03,-0.0,-0.0
archive_based,W_JOINT_PENALTY,0.75,2440.03,2440.03,-0.0,-0.0
archive_based,W_JOINT_PENALTY,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_JOINT_PENALTY,1.25,2440.03,2440.03,-0.0,-0.0
archive_based,W_JOINT_PENALTY,1.5,2440.03,2440.03,-0.0,-0.0
archive_based,W_IMPACT_PENALTY,0.5,2440.03,2440.12,0.09,0.0
archive_based,W_IMPACT_PENALTY,0.75,2440.03,2440.07,0.05,0.0
archive_based,W_IMPACT_PENALTY,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_IMPACT_PENALTY,1.25,2440.03,2439.98,-0.05,-0.0
archive_based,W_IMPACT_PENALTY,1.5,2440.03,2439.94,-0.09,-0.0
archive_based,FALL_PENALTY,0.5,2440.03,2452.35,12.32,0.5
archive_based,FALL_PENALTY,0.75,2440.03,2446.19,6.16,0.3
archive_based,FALL_PENALTY,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,FALL_PENALTY,1.25,2440.03,2433.87,-6.16,-0.3
archive_based,FALL_PENALTY,1.5,2440.03,2427.7,-12.32,-0.5
archive_based,W_LOW_PROGRESS,0.5,2440.03,2440.03,-0.0,-0.0
archive_based,W_LOW_PROGRESS,0.75,2440.03,2440.03,-0.0,-0.0
archive_based,W_LOW_PROGRESS,1.0,2440.03,2440.03,-0.0,-0.0
archive_based,W_LOW_PROGRESS,1.25,2440.03,2440.03,-0.0,-0.0
archive_based,W_LOW_PROGRESS,1.5,2440.03,2440.03,-0.0,-0.0
multi_environment,W_DISTANCE,0.5,1362.94,1126.07,-236.88,-17.4
multi_environment,W_DISTANCE,0.75,1362.94,1244.5,-118.44,-8.7
multi_environment,W_DISTANCE,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_DISTANCE,1.25,1362.94,1481.38,118.44,8.7
multi_environment,W_DISTANCE,1.5,1362.94,1599.82,236.88,17.4
multi_environment,W_NET_PROGRESS,0.5,1362.94,954.02,-408.92,-30.0
multi_environment,W_NET_PROGRESS,0.75,1362.94,1158.48,-204.46,-15.0
multi_environment,W_NET_PROGRESS,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_NET_PROGRESS,1.25,1362.94,1567.4,204.46,15.0
multi_environment,W_NET_PROGRESS,1.5,1362.94,1771.87,408.92,30.0
multi_environment,W_SPEED_TRACK,0.5,1362.94,1340.15,-22.8,-1.7
multi_environment,W_SPEED_TRACK,0.75,1362.94,1351.54,-11.4,-0.8
multi_environment,W_SPEED_TRACK,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_SPEED_TRACK,1.25,1362.94,1374.34,11.4,0.8
multi_environment,W_SPEED_TRACK,1.5,1362.94,1385.74,22.8,1.7
multi_environment,W_UPRIGHT,0.5,1362.94,1320.24,-42.7,-3.1
multi_environment,W_UPRIGHT,0.75,1362.94,1341.59,-21.35,-1.6
multi_environment,W_UPRIGHT,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_UPRIGHT,1.25,1362.94,1384.29,21.35,1.6
multi_environment,W_UPRIGHT,1.5,1362.94,1405.64,42.7,3.1
multi_environment,W_BACKWARD,0.5,1362.94,1362.97,0.03,0.0
multi_environment,W_BACKWARD,0.75,1362.94,1362.96,0.02,0.0
multi_environment,W_BACKWARD,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_BACKWARD,1.25,1362.94,1362.92,-0.02,-0.0
multi_environment,W_BACKWARD,1.5,1362.94,1362.91,-0.03,-0.0
multi_environment,W_Z_VELOCITY,0.5,1362.94,1364.25,1.31,0.1
multi_environment,W_Z_VELOCITY,0.75,1362.94,1363.6,0.66,0.0
multi_environment,W_Z_VELOCITY,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_Z_VELOCITY,1.25,1362.94,1362.29,-0.66,-0.0
multi_environment,W_Z_VELOCITY,1.5,1362.94,1361.63,-1.31,-0.1
multi_environment,W_PITCH_RATE,0.5,1362.94,1364.17,1.23,0.1
multi_environment,W_PITCH_RATE,0.75,1362.94,1363.56,0.61,0.0
multi_environment,W_PITCH_RATE,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_PITCH_RATE,1.25,1362.94,1362.33,-0.61,-0.0
multi_environment,W_PITCH_RATE,1.5,1362.94,1361.71,-1.23,-0.1
multi_environment,W_VEL_CHANGE,0.5,1362.94,1363.72,0.78,0.1
multi_environment,W_VEL_CHANGE,0.75,1362.94,1363.33,0.39,0.0
multi_environment,W_VEL_CHANGE,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_VEL_CHANGE,1.25,1362.94,1362.55,-0.39,-0.0
multi_environment,W_VEL_CHANGE,1.5,1362.94,1362.16,-0.78,-0.1
multi_environment,W_JOINT_PENALTY,0.5,1362.94,1362.94,0.0,0.0
multi_environment,W_JOINT_PENALTY,0.75,1362.94,1362.94,0.0,0.0
multi_environment,W_JOINT_PENALTY,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_JOINT_PENALTY,1.25,1362.94,1362.94,0.0,0.0
multi_environment,W_JOINT_PENALTY,1.5,1362.94,1362.94,0.0,0.0
multi_environment,W_IMPACT_PENALTY,0.5,1362.94,1363.02,0.08,0.0
multi_environment,W_IMPACT_PENALTY,0.75,1362.94,1362.98,0.04,0.0
multi_environment,W_IMPACT_PENALTY,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_IMPACT_PENALTY,1.25,1362.94,1362.9,-0.04,-0.0
multi_environment,W_IMPACT_PENALTY,1.5,1362.94,1362.86,-0.08,-0.0
multi_environment,FALL_PENALTY,0.5,1362.94,1391.92,28.97,2.1
multi_environment,FALL_PENALTY,0.75,1362.94,1377.43,14.49,1.1
multi_environment,FALL_PENALTY,1.0,1362.94,1362.94,0.0,0.0
multi_environment,FALL_PENALTY,1.25,1362.94,1348.45,-14.49,-1.1
multi_environment,FALL_PENALTY,1.5,1362.94,1333.97,-28.97,-2.1
multi_environment,W_LOW_PROGRESS,0.5,1362.94,1362.94,0.0,0.0
multi_environment,W_LOW_PROGRESS,0.75,1362.94,1362.94,0.0,0.0
multi_environment,W_LOW_PROGRESS,1.0,1362.94,1362.94,0.0,0.0
multi_environment,W_LOW_PROGRESS,1.25,1362.94,1362.94,0.0,0.0
multi_environment,W_LOW_PROGRESS,1.5,1362.94,1362.94,0.0,0.0
